date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:31:07	69070/69070	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b36-10dce%22	https://html.awaikenthemes.com/lenity/about.html	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/about.html	(from )
10:31:08	46/46	---MCZ	200	added ('OK')	text/plain	etag:W/%2267c54045-1a%22	https://html.awaikenthemes.com/robots.txt		(from )
10:31:08	1077/1077	---M--	200	added ('OK')	image/png	etag:%2267c69b36-435%22	https://html.awaikenthemes.com/lenity/images/favicon.png	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/images/favicon.png	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:10	232757/232757	---MCZ	200	added ('OK')	text/css	etag:W/%2267c69b36-38d35%22	https://html.awaikenthemes.com/lenity/css/bootstrap.min.css	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/css/bootstrap.min.css	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:10	2505/2505	---MCZ	200	added ('OK')	text/css	etag:W/%2267c69b36-9c9%22	https://html.awaikenthemes.com/lenity/css/slicknav.min.css	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/css/slicknav.min.css	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:10	18441/18441	---MCZ	200	added ('OK')	text/css	etag:W/%2267c69b36-4809%22	https://html.awaikenthemes.com/lenity/css/swiper-bundle.min.css	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/css/swiper-bundle.min.css	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:11	73890/73890	---MCZ	200	added ('OK')	text/css	etag:W/%2267c69b36-120a2%22	https://html.awaikenthemes.com/lenity/css/all.min.css	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/css/all.min.css	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:11	76809/76809	---MCZ	200	added ('OK')	text/css	etag:W/%2267c69b36-12c09%22	https://html.awaikenthemes.com/lenity/css/animate.css	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/css/animate.css	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:12	6951/6951	---MCZ	200	added ('OK')	text/css	etag:W/%2267c69b36-1b27%22	https://html.awaikenthemes.com/lenity/css/magnific-popup.css	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/css/magnific-popup.css	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:12	6892/6892	---MCZ	200	added ('OK')	text/css	etag:W/%2267c69b36-1aec%22	https://html.awaikenthemes.com/lenity/css/mousecursor.css	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/css/mousecursor.css	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:13	120717/120717	---MCZ	200	added ('OK')	text/css	etag:W/%2267c69b36-1d78d%22	https://html.awaikenthemes.com/lenity/css/custom.css	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/css/custom.css	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:13	4141/4141	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b36-102d%22	https://html.awaikenthemes.com/lenity/images/loader.svg	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/images/loader.svg	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:14	8962/8962	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b36-2302%22	https://html.awaikenthemes.com/lenity/images/logo.svg	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/images/logo.svg	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:14	90661/90661	---MCZ	200	added ('OK')	text/html	etag:W/%2216225-62f7e3dd9cef8%22	https://html.awaikenthemes.com/lenity/	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/index.html	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:16	90661/90661	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b36-16225%22	https://html.awaikenthemes.com/lenity/index.html	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/index-2.html	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:16	91526/91526	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b36-16586%22	https://html.awaikenthemes.com/lenity/index-video.html	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/index-video.html	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:17	96313/96313	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b36-17839%22	https://html.awaikenthemes.com/lenity/index-slider.html	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/index-slider.html	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:18	50506/50506	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b36-c54a%22	https://html.awaikenthemes.com/lenity/services.html	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/services.html	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:18	27433/27433	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b36-6b29%22	https://html.awaikenthemes.com/lenity/blog.html	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/blog.html	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:19	35354/35354	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b36-8a1a%22	https://html.awaikenthemes.com/lenity/service-single.html	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/service-single.html	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:19	20869/20869	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b36-5185%22	https://html.awaikenthemes.com/lenity/blog-single.html	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/blog-single.html	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:19	22488/22488	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b36-57d8%22	https://html.awaikenthemes.com/lenity/programmes.html	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/programmes.html	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:20	34917/34917	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b36-8865%22	https://html.awaikenthemes.com/lenity/program-single.html	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/program-single.html	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:20	28157/28157	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b36-6dfd%22	https://html.awaikenthemes.com/lenity/team.html	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/team.html	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:21	33537/33537	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b36-8301%22	https://html.awaikenthemes.com/lenity/team-single.html	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/team-single.html	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:21	41432/41432	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b36-a1d8%22	https://html.awaikenthemes.com/lenity/testimonials.html	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/testimonials.html	(from https://html.awaikenthemes.com/lenity/about.html)
10:31:22	20074/20074	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b36-4e6a%22	https://html.awaikenthemes.com/lenity/image-gallery.html	C:/Users/user/Desktop/innoviate%20hub/html.awaikenthemes.com/lenity/image-gallery.html	(from https://html.awaikenthemes.com/lenity/about.html)
